host_response_time,host_neighbourhood,property_type,room_type,bed_type,cancellation_policy,zipcode,host_acceptance_rate,price,security_deposit,cleaning_fee,extra_people,reviews_per_month,host_response_rate,accommodates,bathrooms,bedrooms,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,require_guest_profile_picture,require_guest_phone_verification
within an hour,Richmond District,Apartment,Private room,Real Bed,strict,94118,100,61,200,45,15,2.6,0.96,2,1.5,1,23,47,77,82,9,78,0,0
within an hour,Cole Valley,Apartment,Private room,Real Bed,strict,94117,89,65,200,50,12,0.18,1,2,4,1,30,60,90,365,15,82,0,0
within an hour,Cole Valley,House,Private room,Real Bed,strict,94117,89,65,200,50,12,0.19,1,2,4,1,16,46,76,351,11,80,0,0
within an hour,Cole Valley,House,Private room,Real Bed,strict,94117,89,65,200,50,12,0.15,1,2,4,1,20,30,60,335,7,89,0,0
within an hour,Cole Valley,House,Private room,Real Bed,strict,94117,89,65,200,50,12,0.27,1,2,4,1,30,60,90,365,6,93,0,0
within an hour,Mountain View,Apartment,Shared room,Real Bed,strict,94107,68,65,200,50,65,0.2,0.99,4,2,1,0,0,0,0,2,80,1,1
within an hour,Mountain View,Apartment,Shared room,Real Bed,strict,94107,68,65,200,50,65,0.41,0.99,4,2,1,0,0,0,44,4,70,1,1
within an hour,SoMa,House,Shared room,Real Bed,moderate,94110,79,65,200,50,50,1.33,1,6,3,1,0,11,41,316,12,97,0,0
within an hour,SoMa,House,Shared room,Real Bed,moderate,94110,79,65,200,50,50,0.75,1,6,3,1,17,47,77,352,6,93,0,0
within an hour,SoMa,House,Shared room,Real Bed,moderate,94110,79,65,200,50,60,0.11,1,6,3,1,20,50,80,355,1,80,0,0
within an hour,Mountain View,Apartment,Shared room,Real Bed,strict,94107,68,65,200,50,65,0.6,0.99,4,2,1,0,0,0,16,7,94,1,1
within an hour,Mountain View,Apartment,Shared room,Real Bed,strict,94107,68,65,200,50,65,0.1,0.99,4,2,1,0,0,0,16,1,80,1,1
within an hour,Mountain View,Apartment,Shared room,Real Bed,strict,94107,68,65,200,40,65,1,0.99,4,2,1,30,60,90,365,1,100,1,1
within an hour,SoMa,Apartment,Shared room,Real Bed,strict,94158,79,65,200,50,65,0.55,1,4,2,1,13,13,43,318,1,100,0,0
within an hour,Haight-Ashbury,Apartment,Private room,Real Bed,strict,94117,100,69,200,50,15,3.76,0.99,2,1,1,1,10,27,298,148,79,0,0
within an hour,Portola,House,Private room,Real Bed,moderate,94134,98,69,200,30,0,4.23,1,2,1,1,4,11,12,12,50,98,0,0
within a few hours,Mission District,House,Private room,Real Bed,moderate,94110,69,69,200,25,25,0.53,1,2,1,1,16,46,76,76,10,88,0,0
within an hour,Richmond District,Apartment,Private room,Real Bed,moderate,94118,100,69,200,45,15,3.57,0.96,2,1.5,1,22,44,74,82,41,81,0,0
within an hour,Mountain View,House,Shared room,Real Bed,moderate,94110,68,70,200,50,65,0.25,0.99,8,3,1,30,60,90,365,4,95,1,1
within an hour,Mountain View,House,Shared room,Real Bed,moderate,94110,68,70,200,50,50,0.35,0.99,8,3,1,0,4,34,309,5,96,1,1
within an hour,SoMa,House,Shared room,Real Bed,moderate,94110,79,70,200,50,60,0.12,1,6,3,1,0,0,19,294,1,80,0,0
within an hour,SoMa,House,Shared room,Real Bed,flexible,94110,79,70,200,50,65,0.24,1,6,3,1,0,17,47,322,2,90,0,0
within an hour,Mountain View,House,Shared room,Real Bed,moderate,94110,68,70,200,50,65,0.65,0.99,10,3,1,23,53,83,358,11,100,1,1
within an hour,Mountain View,House,Shared room,Real Bed,moderate,94110,68,70,200,50,50,0.26,0.99,10,3,1,30,60,90,365,4,90,1,1
within an hour,Mountain View,House,Shared room,Real Bed,moderate,94110,68,70,200,50,65,0.5,0.99,8,3,1,30,60,90,365,8,88,1,1
within an hour,Mountain View,House,Shared room,Real Bed,moderate,94110,68,70,200,50,65,0.5,0.99,8,3,1,30,60,90,365,8,83,1,1
within an hour,Mountain View,House,Shared room,Real Bed,flexible,94110,68,70,200,50,65,0.3,0.99,10,3,1,30,60,90,365,5,96,1,1
within an hour,Mountain View,House,Shared room,Real Bed,moderate,94110,68,70,200,50,65,0.36,0.99,10,3,1,30,60,90,365,6,93,1,1
within an hour,Mountain View,House,Shared room,Real Bed,moderate,94110,68,70,200,50,65,0.69,0.99,10,3,1,30,60,90,365,8,95,1,1
within an hour,Mountain View,House,Shared room,Real Bed,flexible,94110,68,70,200,50,50,0.54,0.99,10,3,1,30,60,90,365,9,100,1,1
within an hour,Mountain View,House,Shared room,Real Bed,moderate,94110,68,70,200,50,65,0.54,0.99,10,3,1,30,60,90,365,9,96,1,1
within an hour,Mountain View,House,Shared room,Real Bed,moderate,94110,68,70,200,50,65,0.08,0.99,6,3,1,30,60,90,365,1,80,1,1
within an hour,SoMa,House,Shared room,Real Bed,strict,94110,79,70,200,50,65,0.25,1,6,3,1,0,0,19,294,1,80,0,0
within an hour,Mountain View,House,Shared room,Real Bed,strict,94110,68,70,200,50,50,0.46,0.99,8,3,1,0,22,52,327,5,88,1,1
within an hour,SoMa,House,Shared room,Real Bed,moderate,94110,79,70,200,50,60,0.12,1,6,3,1,30,60,90,365,1,100,0,0
within an hour,Mountain View,House,Shared room,Real Bed,moderate,94110,68,70,200,50,50,0.14,0.99,10,3,1,25,48,78,353,2,90,1,1
within an hour,Mountain View,House,Shared room,Real Bed,moderate,94110,68,70,200,50,65,1.05,0.99,10,3,1,0,0,25,300,17,93,1,1
within an hour,Mountain View,House,Shared room,Real Bed,flexible,94110,68,70,200,50,65,0.47,0.99,10,3,1,0,0,27,302,8,100,1,1
within a few hours,Mission District,Apartment,Private room,Real Bed,flexible,94110,33,74,200,30,10,0.38,1,2,1,1,0,0,0,0,1,100,0,0
within an hour,SoMa,Apartment,Shared room,Real Bed,flexible,94103,79,75,200,50,50,0.45,1,4,2,1,8,8,19,294,3,100,0,0
within an hour,SoMa,Apartment,Shared room,Real Bed,moderate,94103,79,75,200,50,75,0.42,1,4,2,1,30,60,90,365,4,100,0,0
within an hour,SoMa,Apartment,Shared room,Real Bed,flexible,94103,79,75,200,50,80,1.03,1,4,2,1,13,43,73,348,7,97,0,0
within a few hours,Potrero Hill,House,Private room,Real Bed,strict,94107,100,75,200,30,0,2.16,1,2,1,1,0,0,0,150,127,99,1,1
within an hour,Outer Sunset,House,Private room,Real Bed,moderate,94122,98,75,200,40,25,1.52,1,2,1,1,30,60,90,262,17,89,0,0
within a day,Western Addition/NOPA,House,Private room,Futon,moderate,94115,65,75,200,45,0,3.03,0.86,2,1,1,9,25,55,330,149,92,1,1
within an hour,Haight-Ashbury,Apartment,Private room,Real Bed,strict,94117,100,79,200,50,10,3.54,0.99,2,1,1,7,25,52,325,135,79,0,0
within an hour,Richmond District,Apartment,Private room,Real Bed,moderate,94118,100,79,200,45,15,3.98,0.96,4,1.5,1,6,14,36,42,43,77,0,0
within an hour,Richmond District,Apartment,Private room,Real Bed,moderate,94118,100,79,200,45,15,5.9,0.96,4,1.5,1,3,10,30,41,62,78,0,0
within a few hours,Nob Hill,Apartment,Private room,Real Bed,strict,94118,100,80,200,50,20,0.59,1,2,1,1,0,2,32,307,7,100,0,0
within a few hours,Nob Hill,Apartment,Private room,Real Bed,strict,94118,100,80,200,50,20,0.27,1,2,1,1,0,16,42,317,5,95,0,0
within an hour,Richmond District,Apartment,Private room,Real Bed,strict,94121,100,83,200,30,15,3.07,1,2,1,1,3,9,13,83,88,97,0,0
within a few hours,Noe Valley,House,Private room,Real Bed,flexible,94131,100,84,200,10,0,4.09,1,1,1,1,0,5,12,261,33,98,0,0
within a few hours,Parkside,House,Private room,Real Bed,strict,94116,100,84,200,50,10,7.4,0.96,5,1,1,2,6,23,287,36,89,0,0
within an hour,Haight-Ashbury,House,Private room,Real Bed,moderate,94117,99,85,200,30,0,3.68,1,2,2,1,1,4,13,280,215,87,0,0
within an hour,Richmond District,Apartment,Private room,Real Bed,strict,94121,100,85,200,45,15,3.6,0.97,2,1,1,9,36,63,105,29,87,0,0
within a few hours,Richmond District,Apartment,Private room,Real Bed,strict,94121,100,85,200,70,30,0.45,1,1,2.5,1,7,37,67,342,22,96,0,0
within an hour,Pacific Heights,Apartment,Private room,Real Bed,strict,94123,100,85,200,50,0,2,1,2,2,1,0,0,0,182,2,80,1,1
within a few hours,Telegraph Hill,Apartment,Private room,Real Bed,moderate,94133,100,85,200,10,20,1.09,1,2,1,1,6,13,32,32,8,95,0,0
within an hour,Alamo Square,Apartment,Private room,Real Bed,strict,94115,100,85,200,50,20,2.93,1,2,1,1,2,7,7,189,4,87,0,0
within a few hours,Alamo Square,Apartment,Private room,Real Bed,strict,94117,52,85,200,35,40,1.37,1,1,1,1,0,0,0,0,21,95,0,0
within an hour,Crocker Amazon,Apartment,Entire home/apt,Real Bed,strict,94112,100,86,200,80,0,1.63,1,2,1,0,9,9,9,267,46,86,0,0
within an hour,Cole Valley,Apartment,Private room,Real Bed,strict,94117,89,89,200,50,12,0.07,1,1,4,1,30,60,90,365,4,73,0,0
within an hour,Haight-Ashbury,Apartment,Private room,Real Bed,strict,94117,100,89,200,30,10,3.45,0.99,2,1.5,1,23,51,81,356,128,86,0,0
within an hour,Mission Terrace,House,Private room,Real Bed,strict,94112,100,89,200,35,0,1,1,2,1,1,27,57,87,177,1,100,0,0
within an hour,Inner Sunset,Apartment,Private room,Real Bed,flexible,94122,100,89,200,35,40,2.11,0.9,2,1,1,19,44,74,164,14,93,0,0
within a few hours,Mission District,Apartment,Private room,Real Bed,strict,94103,85,89,200,45,39,1.1,0.95,2,1,1,0,0,6,92,40,91,0,0
within an hour,Bayview,House,Private room,Real Bed,strict,94124,67,89,200,45,29,1.36,1,2,1,1,0,0,0,151,62,89,0,0
within an hour,Haight-Ashbury,House,Private room,Real Bed,moderate,94117,99,90,200,30,0,3.63,1,2,2,1,3,15,37,308,212,89,0,0
within a few hours,Mission District,Apartment,Private room,Real Bed,moderate,94110,87,90,200,35,0,2.21,0.91,2,1.5,1,11,30,60,143,32,86,0,0
within an hour,Richmond District,Apartment,Private room,Real Bed,moderate,94118,93,90,200,50,0,2.37,1,2,1,1,5,12,37,301,25,98,0,0
within a day,Bernal Heights,House,Private room,Real Bed,moderate,94110,75,90,200,50,0,1.01,1,2,1,1,0,0,0,0,3,100,0,0
within a day,Haight-Ashbury,Condominium,Private room,Real Bed,moderate,94117,100,94,200,25,0,3.72,0.69,1,1.5,1,2,14,28,300,136,97,0,0
within a few hours,Dogpatch,Apartment,Private room,Real Bed,strict,94107,100,94,200,50,15,1,1,2,1.5,1,15,30,30,30,1,100,0,0
within an hour,South Lake Tahoe,Apartment,Entire home/apt,Real Bed,strict,94127,89,95,200,90,0,0.71,1,2,1,1,24,46,76,351,1,80,0,0
within an hour,Outer Sunset,House,Private room,Real Bed,moderate,94122,98,95,200,40,25,1.9,1,2,1,1,13,31,61,336,21,88,0,0
within an hour,Haight-Ashbury,House,Private room,Real Bed,moderate,94117,99,96,200,20,0,2.92,1,2,2,1,10,34,64,339,30,87,0,0
within an hour,Mission District,Apartment,Private room,Pull-out Sofa,flexible,94103,100,97,200,30,20,3.26,1,2,1.5,1,2,27,57,57,5,100,0,0
within a few hours,SoMa,House,Private room,Real Bed,strict,94107,91,98,200,100,0,0.63,0.9,1,1,1,20,20,20,171,16,95,0,0
within a day,Cole Valley,House,Private room,Real Bed,flexible,94117,100,99,200,45,0,0.06,0.5,2,1,1,29,59,89,364,1,40,0,0
within an hour,Haight-Ashbury,Apartment,Private room,Real Bed,strict,94117,100,99,200,30,10,2.17,0.99,2,1,1,27,57,87,362,80,88,0,0
within an hour,Haight-Ashbury,Apartment,Private room,Real Bed,strict,94117,100,99,200,30,10,2.55,0.99,2,1.5,1,21,48,78,353,94,86,0,0
within an hour,Kihei/Wailea,Condominium,Private room,Real Bed,strict,94131,100,99,200,50,0,3.13,1,2,1,1,2,9,9,9,25,94,0,0
within an hour,Potrero Hill,Apartment,Private room,Real Bed,strict,94107,100,99,200,60,35,1.42,1,2,1,1,9,31,47,84,71,96,0,0
within a few hours,Mission District,House,Private room,Real Bed,flexible,94110,100,99,200,50,0,1.61,1,1,1,1,8,13,13,13,10,90,0,0
within a few hours,Nob Hill,Apartment,Private room,Real Bed,strict,94109,88,99,200,10,50,1.3,1,4,1,1,9,18,18,18,10,90,0,0
within a few hours,Outer Sunset,Apartment,Entire home/apt,Real Bed,strict,94122,100,99,200,50,25,3.79,1,2,1,1,0,0,5,58,22,95,0,0
within a day,Bernal Heights,Apartment,Entire home/apt,Real Bed,strict,94110,100,130,225,100,20,0.59,0.5,2,1,1,8,8,8,246,22,88,0,0
within an hour,Noe Valley,Cabin,Entire home/apt,Real Bed,strict,94114,100,149,225,70,0,3.64,1,2,1,1,16,39,69,344,65,95,0,0
within a few hours,Noe Valley,House,Entire home/apt,Real Bed,strict,94114,100,225,225,110,125,1.22,1,3,1,1,9,22,52,129,15,99,0,0
within a day,Duboce Triangle,Apartment,Entire home/apt,Real Bed,moderate,94114,75,200,240,90,40,1.56,1,6,1,2,0,0,0,54,38,96,0,0
within an hour,Outer Sunset,Apartment,Entire home/apt,Real Bed,strict,94116,100,323,249,155,50,2.8,1,10,2,4,3,12,29,294,27,96,0,0
within an hour,Outer Sunset,House,Shared room,Real Bed,strict,94122,86,49,249,29,0,0.32,1,1,1,1,27,55,85,360,2,100,0,0
within an hour,Outer Sunset,House,Shared room,Airbed,strict,94122,86,49,249,25,15,1.38,1,1,0,1,28,54,84,359,13,89,0,0
within an hour,Outer Sunset,House,Private room,Real Bed,strict,94122,86,69,249,29,25,3.85,1,2,0,1,17,38,68,343,46,87,0,0
within a day,Russian Hill,Apartment,Shared room,Pull-out Sofa,moderate,94133,96,100,250,20,0,2.61,1,1,1,1,18,45,75,350,23,88,0,0
within a day,Potrero Hill,Condominium,Entire home/apt,Real Bed,moderate,94107,86,100,250,35,25,2.84,0.75,7,1.5,2,19,19,19,19,7,84,0,0
within a day,Bernal Heights,House,Private room,Real Bed,flexible,94110,92,100,250,25,0,10.29,1,2,1,1,3,6,9,268,12,98,0,0
within a few hours,Presidio Heights,House,Private room,Real Bed,moderate,94115,100,100,250,30,30,3.22,1,2,1,1,4,11,11,11,39,91,1,1
within an hour,SoMa,House,Private room,Real Bed,flexible,94103,100,105,250,25,0,3.5,0.9,1,1,1,13,17,17,17,16,100,0,0
within a few hours,The Castro,House,Private room,Real Bed,moderate,94114,94,109,250,45,0,1.91,1,1,1,1,7,18,48,314,90,97,1,0
within an hour,The Castro,Apartment,Private room,Real Bed,strict,94114,87,110,250,50,20,2.24,1,2,3,1,30,60,90,356,106,95,0,0
within a few hours,Excelsior,Apartment,Entire home/apt,Real Bed,flexible,94134,100,110,250,60,15,2.26,1,3,1,1,1,1,1,72,60,96,0,0
within an hour,The Castro,House,Private room,Real Bed,strict,94114,87,110,250,50,20,2.25,1,2,3,1,30,60,90,358,104,91,0,0
within a few hours,Hayes Valley,Apartment,Private room,Real Bed,strict,94102,95,110,250,30,0,3.68,0.75,2,1,1,7,29,51,326,7,86,0,0
within an hour,Ingleside,House,Entire home/apt,Real Bed,strict,94112,100,115,250,80,0,3.13,1,2,1,1,0,0,13,223,7,97,0,0
within an hour,Sunnyside,House,Entire home/apt,Real Bed,moderate,94127,100,115,250,25,10,6.35,1,2,1,1,6,14,22,284,11,100,0,0
within an hour,Mission District,Condominium,Private room,Real Bed,strict,94110,100,119,250,60,0,3.69,1,2,1,1,4,6,13,271,49,97,0,0
within an hour,Sunnyside,House,Private room,Real Bed,strict,94127,97,119,250,50,25,2.75,1,3,1,1,21,42,65,65,98,97,0,1
within an hour,Sunnyside,House,Private room,Real Bed,moderate,94127,100,120,250,120,45,0.78,1,2,1,1,0,24,54,329,20,99,0,0
within a day,Mission District,House,Private room,Real Bed,strict,94103,96,120,250,20,10,1.19,1,2,1.5,1,0,12,18,287,14,97,0,0
within a day,Mission District,House,Private room,Real Bed,strict,94103,96,120,250,20,10,1.64,1,2,1.5,1,11,33,49,324,20,93,0,0
within a few hours,Nob Hill,Apartment,Private room,Real Bed,flexible,94109,100,120,250,50,20,0.48,1,2,1,1,0,18,48,323,1,100,0,0
within an hour,Outer Sunset,House,Entire home/apt,Real Bed,flexible,94122,100,120,250,50,0,3,1,3,1,0,8,8,27,27,3,100,0,0
within an hour,Western Addition/NOPA,House,Private room,Real Bed,moderate,94117,100,120,250,25,25,2.72,1,2,1,1,0,21,46,314,101,98,0,0
within an hour,Glen Park,House,Entire home/apt,Real Bed,strict,94131,100,125,250,95,0,2.77,1,4,1,1,2,2,2,2,49,86,0,0
within a few hours,Union Square,Apartment,Entire home/apt,Real Bed,moderate,94102,88,125,250,35,15,2.22,1,4,1,1,0,0,0,0,4,100,0,0
within a day,Noe Valley,Apartment,Entire home/apt,Real Bed,moderate,94110,64,125,250,50,0,2,1,2,1,1,0,4,21,21,8,100,0,0
within an hour,Parkside,House,Private room,Real Bed,moderate,94116,84,125,250,50,10,2.84,1,4,1,1,1,3,10,14,28,94,0,0
within an hour,Mission District,Condominium,Private room,Real Bed,flexible,94103,100,125,250,35,20,3.07,1,2,1,1,30,36,36,36,151,98,1,1
within a day,Mission District,Apartment,Private room,Real Bed,moderate,94110,85,125,250,35,10,2.5,0.98,2,1,1,0,0,27,294,64,96,0,0
within a few hours,The Castro,Apartment,Private room,Real Bed,strict,94114,100,125,250,50,0,1.9,0.93,2,1,1,7,32,56,317,65,99,1,1
within an hour,North Beach,Apartment,Entire home/apt,Real Bed,moderate,94133,100,125,250,75,25,1.66,1,2,1,1,18,39,69,285,18,90,0,0
within a few hours,Lower Haight,Apartment,Private room,Real Bed,moderate,94117,96,125,250,50,20,6.32,1,2,1,1,5,21,21,202,12,98,0,0
within an hour,Sunnyside,House,Entire home/apt,Real Bed,strict,94131,100,129,250,99,0,0.75,1,2,1,0,17,17,46,264,16,93,0,0
within an hour,Bernal Heights,House,Private room,Real Bed,moderate,94110,100,129,250,40,35,1.61,1,3,2,1,1,14,36,305,29,95,0,0
within an hour,Bernal Heights,House,Private room,Real Bed,moderate,94110,100,129,250,40,35,2.3,1,3,2,1,1,14,36,305,84,99,0,0
within an hour,Bernal Heights,House,Private room,Real Bed,moderate,94110,100,129,250,40,35,2.76,1,3,2,1,5,8,20,286,56,96,0,0
within an hour,Bernal Heights,House,Private room,Real Bed,moderate,94110,100,129,250,40,35,1.72,1,3,2,1,5,8,20,286,78,96,0,0
within a few hours,Western Addition/NOPA,Apartment,Entire home/apt,Real Bed,moderate,94109,83,130,250,30,0,1.18,1,2,1,0,0,0,0,71,4,90,0,0
within a few hours,Bernal Heights,Apartment,Entire home/apt,Real Bed,strict,94110,96,130,250,69,50,2.23,1,2,1,1,14,31,58,234,7,86,0,0
within a few hours,Hayes Valley,Apartment,Private room,Real Bed,flexible,94102,95,130,250,30,30,2.37,0.75,2,1,1,17,39,61,336,6,97,0,0
within a day,Alamo Square,Apartment,Entire home/apt,Real Bed,moderate,94117,47,130,250,75,0,1.79,1,2,1,0,8,8,8,82,11,85,0,0
within an hour,Western Addition/NOPA,Apartment,Entire home/apt,Real Bed,strict,94115,100,133,250,75,0,4.28,1,2,1,1,24,49,79,80,101,85,0,0
within an hour,SoMa,House,Private room,Real Bed,flexible,94103,100,135,250,25,0,4.88,1,2,1,1,7,22,49,49,34,98,0,0
within a day,Nob Hill,Apartment,Entire home/apt,Real Bed,moderate,94109,75,135,250,50,30,1.88,0.9,2,1,1,0,0,6,6,9,100,0,0
within a few hours,SoMa,Condominium,Private room,Real Bed,moderate,94158,100,139,250,38,30,4,1,2,1,1,17,47,77,167,4,95,0,0
within a few hours,Noe Valley,Apartment,Entire home/apt,Real Bed,strict,94131,94,140,250,80,50,3.75,1,4,1,0,0,0,0,0,22,95,0,0
within an hour,Richmond District,House,Entire home/apt,Real Bed,strict,94121,100,140,250,69,50,0.79,1,2,1,1,6,25,51,237,10,84,0,0
within a few hours,SoMa,Apartment,Private room,Real Bed,strict,94103,38,140,250,30,18,2.6,1,2,1,1,4,28,58,329,51,96,0,0
within a day,Dogpatch,Apartment,Entire home/apt,Real Bed,strict,94107,77,140,250,40,50,1.06,0.8,4,1,1,0,1,1,1,3,100,0,0
within an hour,Inner Sunset,House,Entire home/apt,Real Bed,strict,94122,100,145,250,79,20,5.51,1,4,1,1,7,27,55,189,34,96,0,0
within an hour,Portola,Apartment,Entire home/apt,Real Bed,strict,94134,100,145,250,70,0,1,1,2,1,1,12,26,56,57,1,100,0,0
within a few hours,Mission District,Apartment,Entire home/apt,Real Bed,strict,94110,89,145,250,60,0,0.82,0.9,2,1,1,13,15,26,300,33,93,1,1
within a day,Nob Hill,Apartment,Private room,Real Bed,strict,94108,100,145,250,80,80,1.44,0.8,2,1,1,20,50,80,355,21,98,0,0
within a few hours,Mission District,Apartment,Entire home/apt,Real Bed,strict,94103,90,147,250,80,25,1.06,1,2,1,1,4,4,4,4,14,100,0,0
within a few hours,Richmond District,Apartment,Entire home/apt,Real Bed,strict,94121,100,148,250,80,0,1.6,1,2,1,1,8,24,41,316,37,98,0,0
within an hour,Mission District,Apartment,Entire home/apt,Real Bed,strict,94110,100,149,250,59,25,5,0.97,4,1,0,8,32,62,218,5,96,0,0
within an hour,Nob Hill,Apartment,Private room,Real Bed,moderate,94109,92,149,250,40,0,5.3,0.92,2,1,1,14,44,74,345,61,98,0,0
within a day,Cole Valley,House,Private room,Couch,strict,94117,100,150,250,45,0,0.16,0.5,2,1,1,29,59,89,364,2,100,0,0
within a day,Tenderloin,Apartment,Entire home/apt,Real Bed,moderate,94109,95,150,250,50,20,0.64,1,2,1,0,9,9,9,9,15,87,0,0
within a few hours,Richmond District,Apartment,Entire home/apt,Real Bed,moderate,94121,100,150,250,85,0,4.69,0.94,2,1,0,3,8,25,28,53,98,0,0
within a day,Oceanview,House,Entire home/apt,Real Bed,moderate,94112,100,150,250,50,0,0.44,0.75,4,1,2,4,4,4,249,10,96,0,0
within a few hours,Noe Valley,Apartment,Entire home/apt,Real Bed,moderate,94110,100,150,250,60,0,1,0.96,4,1,2,6,9,19,19,1,100,0,0
within an hour,Richmond District,Apartment,Entire home/apt,Real Bed,strict,94118,100,150,250,80,0,2.43,1,2,1,1,6,22,38,123,12,82,0,0
within an hour,Presidio Heights,House,Private room,Real Bed,moderate,94118,100,150,250,30,25,0.09,1,2,1,1,0,0,0,0,2,100,1,1
within a few hours,SoMa,Apartment,Entire home/apt,Real Bed,flexible,94103,100,150,250,25,0,0.72,1,3,1,0,0,0,0,0,2,100,0,0
within a day,The Castro,Apartment,Entire home/apt,Real Bed,strict,94114,100,150,250,75,20,2.26,1,3,1,1,3,9,18,18,57,94,0,0
within a few hours,The Castro,Apartment,Entire home/apt,Real Bed,strict,94114,100,150,250,100,0,0.88,1,4,1,1,0,1,1,224,34,98,0,0
within a few hours,Cole Valley,House,Private room,Real Bed,moderate,94117,77,150,250,50,10,0.66,0.94,2,1,1,30,60,90,365,9,98,0,0
within an hour,Western Addition/NOPA,Apartment,Entire home/apt,Real Bed,moderate,94115,100,150,250,40,10,3.86,1,2,1,1,0,6,12,266,80,97,0,0
within a few hours,Alamo Square,Apartment,Entire home/apt,Real Bed,strict,94117,100,150,250,80,50,2.21,1,3,1,1,7,15,23,25,19,84,0,0
within an hour,The Castro,House,Private room,Real Bed,strict,94114,79,155,250,50,15,3,1,2,1.5,1,30,60,90,365,69,98,0,0
within an hour,Western Addition/NOPA,Apartment,Entire home/apt,Futon,moderate,94115,100,155,250,75,35,1.23,1,2,1,0,4,8,22,292,37,97,0,0
within a day,Noe Valley,House,Entire home/apt,Real Bed,strict,94131,83,158,250,75,0,1.42,0.8,2,1,1,15,39,69,69,50,97,1,1
within an hour,Sunnyvale,House,Entire home/apt,Real Bed,strict,94121,72,159,250,85,5,2.18,1,4,1,1,0,0,0,264,24,98,0,0
within an hour,Noe Valley,Apartment,Entire home/apt,Real Bed,moderate,94110,92,159,250,85,25,5.27,1,3,1,1,3,10,23,286,32,99,0,0
within an hour,Mission District,Apartment,Entire home/apt,Real Bed,strict,94110,100,160,250,69,50,5.32,1,2,1,0,6,13,30,196,220,92,0,0
