host_response_time,host_neighbourhood,property_type,room_type,bed_type,cancellation_policy,zipcode,host_acceptance_rate,price,security_deposit,cleaning_fee,extra_people,reviews_per_month,host_response_rate,accommodates,bathrooms,bedrooms,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,require_guest_profile_picture,require_guest_phone_verification
within an hour,Noe Valley,House,Entire home/apt,Real Bed,strict,94131,1,135,125,50,25,6.58,1,2,1,0,3,10,18,231,41,96,0,0
within an hour,Noe Valley,House,Private room,Real Bed,flexible,94114,1,110,0,0,0,0.11,1,2,0,1,0,0,0,0,1,100,0,0
within an hour,Noe Valley,House,Private room,Real Bed,moderate,94131,1,150,0,20,50,0.82,1,2,1,1,0,0,0,0,4,100,0,0
within an hour,The Castro,Apartment,Entire home/apt,Real Bed,moderate,94114,0.9,275,400,100,10,0.65,1,2,1,1,4,12,42,178,10,90,0,0
a few days or more,Noe Valley,Apartment,Entire home/apt,Real Bed,flexible,94131,1,215,0,0,0,0.07,0.33,4,2,2,0,0,0,0,1,100,0,0
within an hour,Noe Valley,Apartment,Entire home/apt,Real Bed,moderate,94131,1,170,0,65,0,7.15,1,3,1,1,2,17,35,111,91,95,0,0
within an hour,Pacific Heights,House,Entire home/apt,Real Bed,strict,94114,1,189,500,100,15,0.39,1,3,1,1,0,18,48,323,2,100,0,0
within an hour,Pacifica,House,Entire home/apt,Real Bed,super_strict_30,94110,0.66,140,0,155,50,0.29,0.98,2,1,1,1,1,1,276,17,97,0,0
within an hour,Noe Valley,Apartment,Private room,Real Bed,moderate,94114,0.83,139,0,25,0,2.76,1,2,1,1,1,19,49,315,125,98,0,0
within an hour,Noe Valley,House,Private room,Futon,moderate,94114,1,176,175,125,85,0.1,1,2,1,1,30,60,90,365,1,100,0,0
within a day,Noe Valley,House,Entire home/apt,Real Bed,strict,94131,1,"1,000.00",500,0,0,0.78,1,8,2,5,0,0,3,13,10,98,0,0
within a few hours,Noe Valley,House,Private room,Real Bed,moderate,94131,1,89,0,10,0,6,1,2,1,1,0,2,3,247,289,95,0,0
within a few hours,Noe Valley,Condominium,Entire home/apt,Real Bed,moderate,94114,0.7,450,500,225,25,0.83,1,8,2,3,0,3,7,7,6,97,0,0
within an hour,Noe Valley,House,Entire home/apt,Real Bed,flexible,94114,1,200,0,50,0,5.7,1,2,1,1,1,15,24,292,135,98,0,0
within a day,The Castro,Apartment,Entire home/apt,Real Bed,moderate,94114,1,135,0,0,0,0.15,0.75,2,1,1,0,0,0,0,4,100,0,0
within an hour,Noe Valley,House,Private room,Real Bed,moderate,94131,1,172,0,75,0,1.93,1,2,1,1,3,7,16,76,102,99,1,1
within a few hours,Inner Sunset,House,Entire home/apt,Real Bed,moderate,94122,0.94,124,350,25,50,2.95,1,2,1,1,3,5,5,184,114,95,0,0
within a few hours,Inner Sunset,House,Private room,Real Bed,flexible,94116,1,80,300,30,0,6.23,0.95,2,1,1,1,7,9,266,11,95,0,0
within an hour,Inner Sunset,House,Private room,Real Bed,moderate,94116,0.99,99,300,50,30,4.36,0.98,4,1,1,8,23,53,328,59,89,0,0
within an hour,Inner Sunset,Apartment,Private room,Real Bed,strict,94122,0.81,84,0,0,0,6.66,1,2,1,1,15,15,19,19,103,94,0,0
within a few hours,Inner Sunset,Apartment,Entire home/apt,Real Bed,strict,94122,1,149,500,100,0,1,0.93,2,1,0,18,43,73,348,8,93,0,0
within an hour,Inner Sunset,House,Private room,Real Bed,strict,94131,1,88,0,10,25,4.76,1,4,1,1,2,23,44,44,168,95,0,0
within an hour,Inner Sunset,House,Private room,Real Bed,moderate,94131,1,65,0,0,20,1.61,1,2,1,1,0,0,0,0,3,93,0,0
within a day,Inner Sunset,House,Entire home/apt,Real Bed,strict,94122,1,340,500,200,0,0,1,7,2.5,3,1,2,2,3,0,0,0,0
within an hour,Inner Sunset,Apartment,Entire home/apt,Real Bed,strict,94122,0.86,198,500,115,20,1.71,1,2,1,1,14,40,70,345,16,98,0,0
within a few hours,Inner Sunset,House,Private room,Real Bed,moderate,94122,1,144,0,25,0,1.39,1,2,1,1,3,19,49,139,19,98,0,0
within a day,Cole Valley,House,Private room,Real Bed,strict,94117,1,150,250,75,50,0,0.5,2,1,1,29,59,89,364,0,0,0,0
within a day,Inner Sunset,Apartment,Entire home/apt,Real Bed,strict,94122,1,179,400,100,100,2.28,0.6,2,1,1,7,28,51,326,135,95,1,1
within a day,Inner Sunset,House,Entire home/apt,Real Bed,moderate,94122,1,450,500,180,0,0.55,0.6,8,3.5,4,0,9,9,207,6,100,0,0
within an hour,Inner Sunset,House,Entire home/apt,Real Bed,strict,94122,1,412,800,180,35,3.92,1,6,2.5,3,0,3,16,125,44,100,0,0
within a few hours,Inner Sunset,Apartment,Private room,Real Bed,strict,94131,0.67,75,0,0,10,1.76,1,2,1,1,0,2,2,2,5,100,0,0
within a few hours,Tahoma,Apartment,Entire home/apt,Real Bed,strict,94122,0.94,109,0,0,0,0.94,0.92,1,1,1,15,41,71,71,9,91,0,1
within an hour,Inner Sunset,Apartment,Private room,Real Bed,flexible,94122,1,129,95,0,50,3.06,1,2,1,1,24,50,77,77,86,96,0,0
within a few hours,Inner Sunset,Apartment,Entire home/apt,Real Bed,strict,94122,0.67,165,500,150,0,0.23,1,2,1,1,4,4,4,4,4,93,0,0
within an hour,Inner Sunset,House,Private room,Real Bed,moderate,94122,1,148,0,40,0,1.97,1,2,1,1,20,43,71,156,19,98,0,0
within an hour,Cole Valley,House,Entire home/apt,Real Bed,strict,94117,1,275,0,0,0,1.3,1,4,1.5,2,5,10,10,10,2,100,0,0
within a few hours,Cole Valley,Apartment,Shared room,Futon,moderate,94117,0.33,70,0,25,0,0.53,1,1,1,1,0,0,29,304,3,100,0,0
within a few hours,Inner Sunset,Apartment,Shared room,Futon,moderate,94122,0.75,110,0,10,25,0.25,0.8,2,1,1,30,60,90,365,1,100,0,0
within a day,Inner Sunset,Apartment,Entire home/apt,Real Bed,flexible,94122,1,129,100,15,0,4.16,1,2,1,1,1,2,6,6,165,98,0,0
within a few hours,Inner Sunset,House,Entire home/apt,Real Bed,strict,94122,1,550,500,150,250,0.22,1,5,2.5,3,10,10,10,97,5,100,0,0
within a few hours,Inner Sunset,Apartment,Entire home/apt,Real Bed,moderate,94131,0.6,175,0,100,0,1.08,1,3,1,1,30,60,61,61,3,100,0,0
within an hour,Inner Sunset,Apartment,Entire home/apt,Real Bed,flexible,94122,1,155,150,110,20,0.24,1,4,1,1,3,7,15,211,10,87,0,0
within an hour,Inner Sunset,Apartment,Entire home/apt,Real Bed,strict,94122,1,249,0,90,0,1.34,1,4,1,3,4,4,4,4,20,94,0,0
within an hour,Inner Sunset,House,Entire home/apt,Real Bed,strict,94122,1,136,200,85,15,0.37,1,4,1,1,4,6,17,17,10,85,0,0
within a day,Inner Sunset,House,Private room,Real Bed,strict,94122,0.63,80,250,100,0,0.09,0.7,1,1,1,1,16,17,292,4,100,0,0
within an hour,Inner Sunset,Apartment,Private room,Real Bed,strict,94122,1,100,0,10,0,4.7,1,2,1,1,2,2,2,147,106,92,0,0
within a day,Inner Sunset,House,Private room,Real Bed,moderate,94122,1,96,0,0,12,1.36,0.9,2,1,1,30,55,85,360,2,90,0,0
within an hour,Inner Sunset,House,Private room,Real Bed,moderate,94116,0.99,120,300,50,30,3.06,0.98,4,1,1,5,14,34,307,37,91,0,0
within a few hours,Inner Sunset,Apartment,Entire home/apt,Real Bed,moderate,94122,0.98,185,350,50,35,2.4,1,2,1,1,4,21,34,34,54,99,1,1
within a few hours,Inner Sunset,Apartment,Entire home/apt,Real Bed,strict,94122,0.5,129,0,25,25,1.13,1,3,1,1,10,37,67,67,14,83,0,0
within a few hours,Inner Sunset,Apartment,Entire home/apt,Real Bed,strict,94122,1,195,0,0,20,4.65,1,2,1,1,0,0,20,43,40,99,0,0
within an hour,Inner Sunset,House,Entire home/apt,Real Bed,moderate,94122,1,189,250,40,0,3.75,1,2,2,1,7,19,41,301,140,96,1,1
within an hour,Inner Sunset,House,Entire home/apt,Real Bed,strict,94122,1,145,250,79,20,5.51,1,4,1,1,7,27,55,189,34,96,0,0
within an hour,Inner Sunset,House,Entire home/apt,Real Bed,strict,94116,0.99,320,400,125,40,1,0.98,10,2,3,3,8,34,299,1,60,0,0
within a day,Cole Valley,Apartment,Private room,Real Bed,strict,94117,0.87,89,0,15,30,3.36,0.68,2,1,1,19,44,65,65,120,89,1,0
within an hour,Cole Valley,House,Private room,Real Bed,strict,94117,0.89,71,200,50,12,0,1,2,4,1,30,60,90,365,0,0,0,0
within a day,Inner Sunset,House,Entire home/apt,Real Bed,strict,94116,0.82,350,300,100,40,0.45,0.8,6,2,3,1,1,10,52,11,87,0,0
within an hour,Inner Sunset,Apartment,Entire home/apt,Real Bed,strict,94122,1,99,500,65,0,1.97,1,2,1,1,0,0,20,288,106,98,1,1
within a few hours,Inner Sunset,Apartment,Entire home/apt,Real Bed,moderate,94122,0.98,185,350,50,35,3.72,1,2,1,1,5,25,36,36,87,98,1,1
within an hour,Inner Sunset,House,Private room,Real Bed,flexible,94131,0.83,100,0,0,20,5.66,1,2,1,1,5,16,29,304,158,97,0,0
within a day,Inner Sunset,House,Entire home/apt,Real Bed,flexible,94122,1,220,150,95,0,0.6,0.6,5,2,3,25,25,25,55,1,0,0,0
within an hour,Inner Sunset,Apartment,Private room,Real Bed,moderate,94122,0.86,147,499,88,0,1,1,4,1,1,29,29,29,29,1,100,0,0
within a few hours,Cole Valley,House,Entire home/apt,Real Bed,strict,94117,0.84,360,500,175,50,1.2,0.97,6,2.5,3,4,17,35,272,22,99,0,0
within a day,Inner Sunset,House,Entire home/apt,Real Bed,strict,94122,1,210,200,100,50,0.4,0.9,4,1,3,6,6,6,6,1,100,0,0
within an hour,Inner Sunset,House,Entire home/apt,Real Bed,moderate,94122,0.89,148,300,65,0,2.37,1,4,1,1,0,1,1,190,3,100,0,0
within a few hours,Inner Sunset,Apartment,Private room,Real Bed,strict,94122,0.98,79,0,14,15,3.13,0.96,4,1,1,1,1,27,27,7,86,0,0
within an hour,Inner Sunset,Apartment,Entire home/apt,Real Bed,moderate,94122,1,105,150,25,0,0,0.86,2,1,0,0,0,0,0,0,0,0,0
within a few hours,Inner Sunset,House,Entire home/apt,Real Bed,moderate,94122,1,375,350,119,0,0,1,6,1.5,3,4,7,7,7,0,0,0,0
within a few hours,Inner Sunset,House,Private room,Real Bed,strict,94122,1,129,0,19,29,2.1,1,3,1,1,30,60,90,365,29,98,0,0
within an hour,Inner Sunset,House,Private room,Real Bed,flexible,94116,1,140,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0
within a few hours,Inner Sunset,Apartment,Private room,Real Bed,flexible,94122,0.8,88,0,0,0,1.41,0.9,1,1.5,1,0,0,0,182,7,94,0,0
within a few hours,Outer Sunset,House,Private room,Real Bed,flexible,94122,1,90,0,15,0,2,0.92,2,1,1,0,0,21,21,2,100,0,0
within an hour,Inner Sunset,Apartment,Entire home/apt,Real Bed,strict,94122,1,142,300,100,25,4.08,1,2,1,0,6,17,26,149,14,97,0,0
within a few hours,Inner Sunset,Apartment,Entire home/apt,Real Bed,strict,94122,0.7,189,0,90,0,2.04,1,4,1,2,0,0,0,34,7,100,0,0
within an hour,Inner Sunset,Apartment,Entire home/apt,Real Bed,flexible,94122,1,250,0,30,0,1,1,1,1,1,0,0,0,0,1,100,0,0
within a few hours,Inner Sunset,House,Entire home/apt,Real Bed,strict,94122,1,360,500,150,50,0.08,1,6,3,4,1,1,1,1,1,100,0,0
within a few hours,Inner Sunset,House,Entire home/apt,Real Bed,strict,94122,0.8,700,500,250,25,1.41,1,12,3,5,8,18,30,275,50,98,0,0
within a few hours,Inner Sunset,Condominium,Entire home/apt,Real Bed,moderate,94122,0.5,414,0,0,35,0.43,1,5,2,2,0,0,0,0,2,100,0,0
within a day,Inner Sunset,House,Entire home/apt,Real Bed,strict,94122,0.5,175,200,60,0,0,1,4,1,1,0,0,0,0,0,0,0,0
within a day,Inner Sunset,House,Entire home/apt,Real Bed,strict,94122,0.64,175,200,100,50,1.41,0.8,4,1,3,7,7,7,189,3,100,0,0
within an hour,Cole Valley,Apartment,Entire home/apt,Real Bed,moderate,94117,0.75,140,0,0,0,1.69,1,2,1,1,26,56,86,361,19,89,0,0
within a few hours,Inner Sunset,House,Entire home/apt,Airbed,flexible,94122,0,"1,800.00",0,0,0,0,1,16,1,0,28,58,88,363,0,0,0,0
within a day,Inner Sunset,House,Entire home/apt,Real Bed,strict,94122,1,180,500,150,0,1,0.8,4,1.5,2,0,0,0,0,1,100,0,0
a few days or more,Inner Sunset,House,Entire home/apt,Real Bed,moderate,94131,0.67,125,350,60,0,0,0.33,4,2,2,5,11,15,15,0,0,0,0
within a day,Inner Sunset,Apartment,Entire home/apt,Real Bed,strict,94122,1,177,0,125,100,3.05,1,4,1,2,3,9,9,188,120,96,1,1
within an hour,Cole Valley,Apartment,Entire home/apt,Real Bed,moderate,94117,1,160,400,100,20,3.88,1,2,1,1,3,26,52,84,18,98,0,0
within a few hours,Inner Sunset,Apartment,Entire home/apt,Real Bed,strict,94118,1,229,500,100,0,1.1,1,4,1,2,4,8,28,295,29,100,0,0
within an hour,Inner Sunset,House,Private room,Real Bed,strict,94122,1,105,300,30,30,7.69,1,2,1,1,0,2,9,273,113,90,0,0
within a few hours,Inner Sunset,House,Private room,Real Bed,moderate,94122,0.91,144,500,0,0,4.01,1,2,1,1,0,0,0,0,86,97,0,0
within an hour,Inner Sunset,Apartment,Private room,Airbed,strict,94122,0.92,87,0,0,9,9.61,1,2,1,1,1,8,14,266,41,96,0,0
within an hour,Cole Valley,Apartment,Entire home/apt,Real Bed,moderate,94117,1,145,400,50,10,5.42,1,5,1,1,0,1,4,29,247,94,0,0
within an hour,Inner Sunset,Apartment,Private room,Real Bed,flexible,94122,1,89,200,35,40,2.11,0.9,2,1,1,19,44,74,164,14,93,0,0
within an hour,Inner Sunset,Apartment,Entire home/apt,Real Bed,strict,94122,0.5,400,0,100,0,0.33,0.9,4,2,2,30,55,85,360,3,100,0,0
within a few hours,Cole Valley,Apartment,Private room,Real Bed,flexible,94117,1,80,0,50,0,0,1,2,1,1,0,0,0,0,0,0,0,0
within a few hours,Inner Sunset,Apartment,Entire home/apt,Real Bed,strict,94122,0.88,95,500,90,10,0.61,1,3,0,1,1,1,8,283,41,78,0,0
within an hour,Inner Sunset,House,Entire home/apt,Real Bed,strict,94116,1,227,400,100,0,1.03,1,4,1,2,2,2,12,40,5,88,0,0
within an hour,Inner Sunset,House,Entire home/apt,Real Bed,moderate,94116,1,150,200,50,0,1.15,1,2,1,1,0,11,37,300,12,97,0,0
within a few hours,Inner Sunset,Apartment,Entire home/apt,Real Bed,flexible,94122,1,125,0,50,0,4.69,1,2,1,0,0,0,0,53,23,97,0,0
within a few hours,Inner Sunset,House,Entire home/apt,Real Bed,moderate,94122,1,380,200,100,0,1.83,1,6,1.5,3,4,7,19,101,19,99,0,0
within a day,Inner Sunset,House,Entire home/apt,Real Bed,flexible,94122,0,275,225,150,0,0.32,1,7,3.5,5,7,7,19,19,4,90,0,0
within a few hours,Inner Sunset,Apartment,Entire home/apt,Real Bed,moderate,94122,0.83,330,500,135,75,3,1,5,1.5,3,6,6,6,6,3,100,0,0
within a few hours,Richmond District,Apartment,Entire home/apt,Real Bed,strict,94121,1,250,500,150,0,2.93,1,6,1,2,3,18,48,49,34,96,0,0
within a few hours,Richmond District,House,Entire home/apt,Real Bed,flexible,94121,0.96,250,0,25,0,0.96,1,5,2,3,1,2,2,34,7,97,0,0
within a few hours,Richmond District,House,Entire home/apt,Real Bed,strict,94121,0.96,195,500,100,25,3.91,1,6,1,2,0,1,6,254,33,95,0,0
within a few hours,Richmond District,House,Entire home/apt,Real Bed,flexible,94121,0.67,400,500,150,0,0,1,6,2.5,3,3,5,5,5,0,0,0,0
within a few hours,Richmond District,Apartment,Entire home/apt,Real Bed,moderate,94121,0.95,135,300,100,25,0.56,0.9,6,1,2,3,7,24,259,27,90,0,0
within an hour,Richmond District,House,Private room,Real Bed,strict,94121,1,125,400,25,0,5.12,1,3,1,1,0,1,3,61,49,96,0,0
within a few hours,Richmond District,House,Entire home/apt,Real Bed,strict,94121,1,215,500,115,10,0.45,1,6,2,3,3,3,3,3,11,91,0,0
within an hour,Richmond District,House,Private room,Real Bed,flexible,94121,1,120,100,15,0,1,1,4,1,1,0,1,1,1,1,100,0,0
within a few hours,Richmond District,House,Private room,Real Bed,flexible,94121,0.96,85,0,25,0,4.51,1,1,1,1,7,26,35,76,20,96,0,0
within an hour,Richmond District,Condominium,Private room,Real Bed,strict,94121,1,118,500,60,15,1.95,1,2,2,1,13,39,69,344,98,99,1,1
within an hour,Richmond District,Apartment,Private room,Real Bed,moderate,94121,1,135,200,45,9,5.36,1,2,2,1,11,25,55,98,49,89,0,0
within a few hours,Richmond District,House,Entire home/apt,Real Bed,moderate,94121,0,320,500,150,0,0.65,1,7,2.5,3,5,10,10,26,16,99,0,0
within an hour,Richmond District,House,Entire home/apt,Real Bed,strict,94121,1,345,150,95,50,0.6,1,8,3.5,4,0,1,1,93,16,98,0,0
within a few hours,Richmond District,Apartment,Entire home/apt,Real Bed,strict,94121,0.67,199,300,0,0,1.12,1,2,1,1,0,8,8,68,67,97,0,0
within an hour,Richmond District,House,Private room,Real Bed,moderate,94121,0.98,99,0,0,40,7.79,1,2,1.5,1,18,40,62,335,86,90,0,0
within a few hours,Richmond District,Apartment,Private room,Real Bed,strict,94121,0.98,80,100,35,20,2.77,0.85,3,1,1,22,22,25,25,37,88,0,0
within an hour,Richmond District,Apartment,Entire home/apt,Real Bed,moderate,94121,0,175,500,100,50,1.22,1,4,1,2,9,11,13,66,5,96,0,0
within a few hours,Richmond District,Apartment,Shared room,Real Bed,moderate,94121,1,55,0,0,0,2.89,1,1,1,1,15,15,44,44,49,87,0,0
within an hour,Richmond District,Apartment,Private room,Real Bed,strict,94121,1,85,200,45,15,3.6,0.97,2,1,1,9,36,63,105,29,87,0,0
within a few hours,Richmond District,Apartment,Shared room,Real Bed,flexible,94121,0.99,40,0,0,0,5.15,0.98,1,2,1,25,50,80,355,58,93,0,0
within a few hours,Richmond District,Apartment,Shared room,Real Bed,flexible,94121,0.99,40,0,0,0,4.1,0.98,1,2,1,10,30,57,329,47,89,0,0
within a few hours,Richmond District,Apartment,Shared room,Real Bed,flexible,94121,0.99,43,0,0,0,1.25,0.98,1,1.5,1,2,14,37,312,14,96,0,0
within a few hours,Richmond District,Apartment,Shared room,Real Bed,flexible,94121,0.99,40,0,0,0,4.3,0.98,1,2,1,0,13,38,305,49,95,0,0
within a few hours,Richmond District,Apartment,Shared room,Real Bed,flexible,94121,0.99,40,0,0,0,6.46,0.98,1,2,1,16,28,58,330,70,91,0,0
within a few hours,Richmond District,Apartment,Shared room,Real Bed,flexible,94121,0.99,43,0,0,0,2.75,0.98,1,1.5,1,18,44,74,349,30,94,0,0
within an hour,Richmond District,House,Private room,Real Bed,moderate,94121,1,100,0,50,25,3.67,0.97,2,1,1,8,26,36,311,29,95,0,0
within an hour,Richmond District,House,Private room,Real Bed,flexible,94121,0.75,98,0,0,0,0,0.89,3,1,1,15,15,15,15,0,0,0,0
within a few hours,Richmond District,House,Private room,Real Bed,flexible,94121,0.83,55,150,65,0,0,0.88,1,2,1,24,30,59,59,0,0,0,0
within a few hours,Richmond District,Apartment,Private room,Real Bed,strict,94121,0.67,138,100,0,0,0.35,1,2,1,1,1,29,59,59,20,89,0,0
within a few hours,Richmond District,House,Private room,Real Bed,flexible,94121,0.96,89,0,0,0,0,1,1,1,1,30,48,76,346,0,0,0,0
within an hour,Richmond District,Apartment,Private room,Real Bed,flexible,94121,1,115,200,45,15,3.23,0.97,2,1,1,18,45,75,118,27,87,0,0
within a few hours,Richmond District,Apartment,Entire home/apt,Real Bed,strict,94121,0.71,120,0,50,25,1.18,0.89,4,1,1,3,7,12,261,56,89,0,0
within an hour,Richmond District,Apartment,Private room,Real Bed,strict,94121,1,135,200,45,15,3.36,0.97,4,1,1,4,18,36,79,28,81,0,0
within an hour,Richmond District,Apartment,Entire home/apt,Real Bed,strict,94121,0.98,117,100,50,0,4.39,1,2,1,0,1,10,22,290,6,97,0,0
within a few hours,Richmond District,Apartment,Entire home/apt,Real Bed,moderate,94121,1,199,500,120,50,1.38,0.9,7,1,4,14,44,74,84,33,87,0,0
within an hour,Richmond District,Apartment,Entire home/apt,Real Bed,strict,94121,0.96,149,0,65,10,1.49,0.86,2,1,1,4,21,46,321,90,93,1,1
within an hour,Richmond District,Apartment,Entire home/apt,Real Bed,flexible,94121,1,150,750,100,0,0,1,4,1.5,3,0,0,0,0,0,0,0,0
within a few hours,Richmond District,Apartment,Entire home/apt,Real Bed,moderate,94121,1,150,250,85,0,4.69,0.94,2,1,0,3,8,25,28,53,98,0,0
within an hour,Richmond District,Apartment,Entire home/apt,Real Bed,moderate,94121,1,150,0,50,0,0.64,0.97,6,1,2,4,4,4,4,4,100,0,0
within a few hours,Richmond District,Condominium,Entire home/apt,Real Bed,strict,94121,1,105,100,75,0,4.94,1,2,1,1,1,1,1,214,57,94,0,0
within a few hours,Richmond District,Apartment,Entire home/apt,Real Bed,moderate,94121,1,109,500,50,0,0.21,1,3,1,2,0,0,0,0,1,100,0,0
within a few hours,Richmond District,Apartment,Entire home/apt,Real Bed,flexible,94121,1,125,200,40,10,4.59,1,4,1,0,0,2,7,250,119,97,0,0
within an hour,Richmond District,Apartment,Entire home/apt,Real Bed,moderate,94121,1,169,0,75,0,2.16,1,4,1,1,7,10,24,286,22,95,0,0
within a few hours,Richmond District,Apartment,Entire home/apt,Real Bed,strict,94121,1,148,250,80,0,1.6,1,2,1,1,8,24,41,316,37,98,0,0
within a few hours,Richmond District,Apartment,Entire home/apt,Real Bed,strict,94121,1,259,200,120,25,4.85,1,8,2,3,8,23,47,308,22,95,0,0
within a few hours,Richmond District,Apartment,Entire home/apt,Real Bed,strict,94121,0.64,200,0,0,0,0.96,1,4,1.5,2,0,0,0,4,15,99,0,0
within a few hours,Richmond District,Condominium,Entire home/apt,Real Bed,strict,94121,1,375,500,150,0,2,1,6,2,3,1,10,11,229,2,100,0,0
within a few hours,Richmond District,Apartment,Entire home/apt,Real Bed,flexible,94121,1,120,500,100,0,0.33,1,3,1,2,5,5,5,5,3,100,0,0
within an hour,Pacifica,Apartment,Entire home/apt,Real Bed,super_strict_30,94121,0.66,350,0,155,50,0.18,0.98,4,2,3,30,60,90,365,11,96,0,0
within an hour,Richmond District,Apartment,Private room,Real Bed,moderate,94121,1,109,0,15,0,3.49,1,2,2,1,18,21,44,314,92,94,0,0
within an hour,Richmond District,House,Private room,Real Bed,moderate,94121,0,70,0,75,10,0.33,1,2,3,1,3,3,3,185,12,84,0,0
within a few hours,Richmond District,House,Private room,Real Bed,flexible,94121,1,130,0,40,0,7.5,0.88,3,1,1,14,36,61,336,12,89,0,0
within a day,Richmond District,Apartment,Private room,Futon,flexible,94121,0.75,150,0,0,25,0.64,0.57,2,1,1,0,21,51,326,8,100,0,0
within an hour,Richmond District,Apartment,Entire home/apt,Real Bed,strict,94121,1,185,200,100,0,4.8,1,6,1,0,4,18,46,317,75,97,0,0
within an hour,Pacifica,Apartment,Entire home/apt,Real Bed,super_strict_30,94121,0.66,110,0,155,50,0.07,0.98,2,0,0,0,0,0,224,4,100,0,0
within an hour,Richmond District,House,Entire home/apt,Real Bed,strict,94121,1,160,200,100,0,5.39,1,4,1,0,2,3,9,212,44,95,0,0
within a few hours,Richmond District,House,Private room,Real Bed,flexible,94121,0.83,65,150,65,0,0,0.88,1,1.5,1,29,34,34,34,0,0,0,0
within a day,Richmond District,Apartment,Entire home/apt,Real Bed,moderate,94121,0.83,120,0,30,25,0.7,0.86,3,1,1,2,2,2,2,7,89,0,0
within an hour,Richmond District,Apartment,Entire home/apt,Real Bed,flexible,94121,1,125,0,0,25,2.6,1,3,1,1,4,8,14,172,86,91,0,0
within a few hours,Richmond District,House,Private room,Real Bed,flexible,94121,0.83,60,0,0,0,0,0.88,1,1,1,27,40,62,331,0,0,0,0
within a day,Richmond District,Apartment,Entire home/apt,Real Bed,moderate,94121,1,200,300,100,50,0.55,0.73,4,1,1,9,31,61,336,2,100,0,0
within an hour,Richmond District,House,Private room,Real Bed,strict,94121,1,79,0,20,0,3.4,1,2,1,1,2,4,5,267,12,92,0,0
within a day,Richmond District,Apartment,Private room,Real Bed,strict,94121,1,50,0,25,5,0,1,3,1,1,0,0,0,5,0,0,0,0
within an hour,Richmond District,House,Private room,Real Bed,strict,94121,1,80,100,80,0,1.94,1,2,1,1,3,23,45,45,70,88,0,0
within a few hours,Richmond District,Apartment,Shared room,Real Bed,flexible,94121,0.99,40,0,0,0,2.96,0.98,1,2,1,4,6,31,302,33,90,0,0
within a day,Richmond District,House,Private room,Real Bed,moderate,94121,1,90,100,10,0,2.02,1,2,1,1,4,8,13,70,22,100,0,0
within a few hours,Richmond District,House,Private room,Real Bed,flexible,94121,0.83,67,0,0,0,0,0.88,1,1,1,12,19,19,19,0,0,0,0
within a few hours,Richmond District,Apartment,Private room,Real Bed,flexible,94121,1,100,0,0,0,3.28,1,2,2,1,2,9,14,272,123,96,0,0
within an hour,Richmond District,Condominium,Private room,Real Bed,flexible,94121,0.92,90,0,30,40,0.52,1,2,1,1,29,51,81,356,2,100,0,0
within an hour,Richmond District,House,Private room,Real Bed,moderate,94121,1,100,0,50,25,5.02,0.97,2,1,1,12,26,45,310,41,93,0,0
